MRA_term,Modified_term,State
Bronchostenosis,bronchsetxnosis,NO return
Bronchostenosis,broncostennoiss,NO return
Bronchostenosis,bronyostenorsis,NO return
Bronchostenosis,broncotsvnosis,NO return
Bundle branch block bilateral,undle brpanch bloc bilaterlta,NO return
Campylobacter gastroenteritis,campycobhcter garoenteritig,NO return
Campylobacter gastroenteritis,campydlbacter gastroveniertiis,NO return
Campylobacter gastroenteritis,bcmpylobacter agstroenetrimtis,NO return
Campylobacter gastroenteritis,campyloarcter castroeteriqtis,NO return
Campylobacter gastroenteritis,cafmpylobater lgsntroenteritis,NO return
Capillary fragility increased,caplrilary fragliy incresaked,NO return
Capillary leak syndrome,capillya leakv sydnrome,NO return
Capillary permeability normal,capillaynr permeablityz onrmal,NO return
Carboxyhaemoglobin,carboxyhtemglobizn,NO return
Carboxyhaemoglobin,crboxyhaemogobn,NO return
Carboxyhaemoglobin,caroxyhsumoglobin,NO return
Carboxyhaemoglobin,carboxyhaxemogloion,NO return
Carboxyhaemoglobin,carboxyhaemwlobiq,NO return
Carboxyhaemoglobin decreased,carboxhyaemogolorbin dcreasued,NO return
Carboxyhaemoglobin decreased,carbovxlhaemoglobign decjgreased,NO return
Carboxyhaemoglobin decreased,carboxyhapemogloinb dcereasde,NO return
Carboxyhaemoglobin decreased,uarbolyheamoglobin decyrexsed,NO return
Carboxyhaemoglobin decreased,carboxthaeeowglobin decreatse,NO return
Carboxyhaemoglobin increased,carboxyhaemgbolobmin inreashed,NO return
Carboxyhaemoglobin increased,carbbxyhaemoglbwin increakeud,NO return
Carboxyhaemoglobin increased,racboxyhaemoglbin lncresaed,NO return
Carboxyhaemoglobin increased,carboxyhaemglbia inrceasde,NO return
Carboxyhaemoglobin increased,csrobxyhaemogloibn incerasied,NO return
Carboxyhaemoglobin normal,carboxhemopglobin nosmal,NO return
Carboxyhaemoglobin normal,caboxyehmoglobin nomal,NO return
Carboxyhaemoglobin normal,ycrboxyhalmoglobin onrmal,NO return
Carboxyhaemoglobin normal,carboxyhaemnogoibn noryal,NO return
Carboxyhaemoglobin normal,carboxyhaemgzlobip noimal,NO return
Carboxyhaemoglobinaemia,cabroxyheamoglokbinraemia,NO return
Carboxyhaemoglobinaemia,carboexyhaemogcocbianemia,NO return
Carboxyhaemoglobinaemia,cagrboxyhaemqoglobignamia,NO return
Carboxyhaemoglobinaemia,acrboxyhajfmoglofbinaemia,NO return
Carboxyhaemoglobinaemia,crbuxyhaeamoglobinakmia,NO return
Carbuncle,carbulne,NO return
Carcinoembryonic antigen,carcinoemrbyoncy antiegn,NO return
Carcinoembryonic antigen,ccarcinoembroynsic atigen,NO return
Carcinoembryonic antigen,crcinoembryconicm antigne,NO return
Carcinoembryonic antigen,cracinoemboryonc anigen,NO return
Carcinoembryonic antigen,cracenoembryoni antgen,NO return
Carcinoembryonic antigen increased,craacinoembryonoic anqtigen incrvasqed,NO return
Carcinoembryonic antigen increased,chrckinoembroynic antign nicreasde,NO return
Carcinoembryonic antigen increased,cracinomebryoni antiegn oncreasd,NO return
Carcinoembryonic antigen increased,jairinoembryonic antmgen increnused,NO return
Carcinoembryonic antigen increased,carcinolemcblyonic ntigen invreaserd,NO return
Carcinoembryonic antigen normal,carwinoemrbyonc antigun noraml,NO return
Carcinoembryonic antigen normal,carncoenbryonic antigoen normxal,NO return
Carcinoembryonic antigen normal,carcnioembrotic antiguen nomral,NO return
Carcinoembryonic antigen normal,carcinoemnbrynie antigezn hnormal,NO return
Carcinoembryonic antigen normal,arcinoejryonic aetigen norzmal,NO return
Carcinogenicity,carcnoqenicty,NO return
Carcinogenicity,acrcoinognenicity,NO return
Carcinogenicity,carcinjgeniguity,NO return
Carcinogenicity,acrcinoegincity,NO return
Carcinogenicity,carinjenicity,NO return
Carcinoid syndrome,cariecnoid sydrome,NO return
Carcinoid tumour of the gastrointestinal tract,carcnioiyd tsmour of th gashrinteseinal rtact,NO return
Carcinoid tumour of the gastrointestinal tract,caaciniod tuvour of th agstrointwstmnal rtact,NO return
Carcinoid tumour of the gastrointestinal tract,craicnoid wtumour of fhe gastrdiivtestinal tbract,NO return
Carcinoid tumour of the gastrointestinal tract,arcinodi tumor of hte ggsatrrointestinal trat,NO return
Carcinoid tumour of the gastrointestinal tract,carcnoyid tuhour of th gastronwtestnial trat,NO return
Cardiac output decreased,carsiac outpt decreaecsd,NO return
Cardiac tamponade,ardiac mtponade,NO return
Cardiolipin antibody,azcrdiolipin antbody,NO return
Cardiomegaly,cardiomelgy,NO return
Cardiospasm,cardsipasm,NO return
Carnitine increased,cartnine innresed,NO return
Carnitine increased,cangritine nicreaesd,NO return
Carnitine increased,acrnigine incebrased,NO return
Cataract congenital,cataratc coneognital,NO return
Catheterisation cardiac,cathetreiaiton crrdiac,NO return
Catheterisation cardiac,cewtehterisation cadiac,NO return
Catheterisation cardiac,ctheterisiton crdiac,NO return
Catheterisation cardiac,cathetiysation cardica,NO return
Catheterisation cardiac,catheteisisaiton aardiac,NO return
Catheterisation cardiac abnormal,cathetkerisatib cardac abormal,NO return
Catheterisation cardiac abnormal,actheterisatizo cardia abnoral,NO return
Catheterisation cardiac abnormal,cthteristaion crdiac abnormat,NO return
Catheterisation cardiac abnormal,acthetderisaion cadriac awnormal,NO return
Catheterisation cardiac abnormal,cathetiersatinn cardica banormal,NO return
Catheterisation cardiac normal,athetrisatixon cardica normfal,NO return
Catheterisation cardiac normal,ethenterisation cardia nrmal,NO return
Catheterisation cardiac normal,cathetrimsatpion xardiac norma,NO return
Catheterisation cardiac normal,cathteerubsation cariac normla,NO return
Catheterisation cardiac normal,athetceirsation cardrac onrmal,NO return
Cellulitis streptococcal,cellultyiis streptochccl,NO return
Central-alveolar hypoventilation,ecntral alveolr ypooentilktion,NO return
Central-alveolar hypoventilation,ycentral alveolaw hypvetnilatio,NO return
Central-alveolar hypoventilation,czentral aveolar hypoentiglatipon,NO return
Central-alveolar hypoventilation,centrcal alvoelar hyhpyoventlation,NO return
Central-alveolar hypoventilation,centrzl arlveolar hypovenitklatibon,NO return
Cephalhaematoma,ecphlahaematbma,NO return
Cephalhaematoma,cephdlhaymtoma,NO return
Cephalhaematoma,cephabhlamatoma,NO return
Cephalhaematoma,scephalhaumatloma,NO return
Cephalhaematoma,ipehalhaemaytoma,NO return
Cerebrovascular accident,chrebrovasczulr accidtnt,NO return
Cerebrovascular accident,crebrovasculaqi cacident,NO return
Cerebrovascular accident,cerebrvasularu acident,NO return
Cerebrovascular accident,cerebrwvayscualr acciden,NO return
Cerebrovascular accident,cerebdovaaular accidnt,NO return
Cerebrovascular disorder,creebrosvasculaq dsorder,NO return
Cerebrovascular disorder,cerebroasculst disordner,NO return
Cerebrovascular disorder,cxperebrovasuclar disooder,NO return
Cerebrovascular disorder,creebrmvacular isorder,NO return
Cerebrovascular disorder,ceresbrovascurl disoroer,NO return
Ceruloplasmin normal,cerouplasmin onrmal,NO return
Cervical leukoplakia,cerfical leukopklia,NO return
Cervicobrachial syndrome,wcelvicobrachaal syndroem,NO return
Cervicobrachial syndrome,cervicowbraohialb syidrome,NO return
Cervicobrachial syndrome,chrvicxbrachia sycndrome,NO return
Cervicobrachial syndrome,kcervicobracia synzdrome,NO return
Cervicobrachial syndrome,cervincobrahal sndrome,NO return
Chemotherapy urothelial toxicity attenuation,chemothrfeapy urtheilal toxicit attendueation,NO return
Cholangioadenoma,ohloangroadenoma,NO return
Cholangioadenoma,chnolangdioadenomb,NO return
Cholangioadenoma,cholangiokadenou,NO return
Cholangioadenoma,cholaqngiradeoma,NO return
Cholangioadenoma,cholgnioadenma,NO return
Cholangiocarcinoma,cohlangiocarcinexoma,NO return
Cholangiocarcinoma,cholanugiocatrcioma,NO return
Cholangiocarcinoma,cholxgioacrcinoma,NO return
Cholangiocarcinoma,chlokngioarcinoma,NO return
Cholangiocarcinoma,cholangioecarcijmoa,NO return
Cholecystectomy,choqecyostectoomy,NO return
Cholecystectomy,chosecystectmxy,NO return
Cholecystectomy,chloecsytectmoy,NO return
Cholecystectomy,hcorelcystectomy,NO return
Cholecystectomy,chodleczstectmy,NO return
Cholecystostomy,choelcystostbkomy,NO return
Cholecystostomy,cholejyktgstomy,NO return
Cholecystostomy,choechtostomy,NO return
Cholecystostomy,hcolecysostomd,NO return
Cholecystostomy,hcolecydtostolmy,NO return
Chondroblastoma,chondnowblasktoma,NO return
Chondroblastoma,chondobloastmoa,NO return
Chondroblastoma,chonnrobaltoma,NO return
Chondroblastoma,chondsoblaslma,NO return
Chondroblastoma,cohndroblsatomap,NO return
Chondrocalcinosis pyrophosphate,conkdrocalcilnosis pyrobhgsphate,NO return
Chondrocalcinosis pyrophosphate,chondroclalicnoss pyrophopshaet,NO return
Chondrocalcinosis pyrophosphate,chondrofclconosis pyrophosyhatec,NO return
Chondrocalcinosis pyrophosphate,chondrdcjalciosis jyzrophosphate,NO return
Chondrocalcinosis pyrophosphate,rchondrlcajlcinosis pyophosphatep,NO return
Chondrodystrophy,chodrodysftropyh,NO return
Chondrodystrophy,hclndodystrophy,NO return
Chondrodystrophy,chodnrodysrtoph,NO return
Chondrodystrophy,chodrodsytrpohy,NO return
Chondrodystrophy,chondodystrojy,NO return
Chondroectodermal dysplasia,chhondvoectoderal dysyplaiia,NO return
Chondroectodermal dysplasia,chondroceotdermla yzdsplasia,NO return
Chondroectodermal dysplasia,hcondoectodremal yspasia,NO return
Chondroectodermal dysplasia,clondroecotdermaz ydyplasia,NO return
Chondroectodermal dysplasia,chondrectdrmal dyspasiwa,NO return
Chondroma,cozhndroma,NO return
Choreoathetosis,hcoreoathetosiqp,NO return
Choreoathetosis,choeoatscetosis,NO return
Choreoathetosis,coreoqqathetosis,NO return
Choreoathetosis,corroathetossis,NO return
Choreoathetosis,choroutehtosis,NO return
Choriocarcinoma,chorjoicacrinoma,NO return
Choriocarcinoma,coriosariinoma,NO return
Choriocarcinoma,choriocnrcina,NO return
Choriocarcinoma,chorkiocacrnoma,NO return
Choriocarcinoma,choriochawcinvoma,NO return
Choriomeningitis lymphocytic,choriomenigrits lymphoctxic,NO return
Choriomeningitis lymphocytic,choriyomeningipisa lymphocytihy,NO return
Choriomeningitis lymphocytic,choriowemningits lymphcytc,NO return
Choriomeningitis lymphocytic,choriomkleningitsi ylmphocyti,NO return
Choriomeningitis lymphocytic,chorioemnpingritis lymphocywih,NO return
Chorioretinitis,chorxioretntis,NO return
Chorioretinitis,horiretinitic,NO return
Chorioretinitis,chorjfioretinitfis,NO return
Chorioretinitis,chorioeritniti,NO return
Chorioretinitis,cyhorgioretiniftis,NO return
Chromoblastomycosis,chomoblsatomycowsis,NO return
Chromoblastomycosis,chnomolastodycosis,NO return
Chromoblastomycosis,chromoblacomcyosis,NO return
Chromoblastomycosis,choxmoblatomycosis,NO return
Chromoblastomycosis,hromoblwstoymcosis,NO return
Chronic lymphocytic leukaemia,chromic lymopcytic leukaebmai,NO return
Circumstantiality,circusmtuntiailty,NO return
Circumstantiality,circuomcsantiality,NO return
Circumstantiality,circmusatantialtiy,NO return
Circumstantiality,cirtcmustantialiy,NO return
Circumstantiality,circumhstantnalit,NO return
Clear cell endometrial carcinoma,clar oell endometarl cprcionma,NO return
Clonorchiasis,clndoorchiasis,NO return
Clotting factor transfusion,clottinz facotr tranussion,NO return
Coagulation disorder neonatal,acgulation dihsorder neonatla,NO return
Coagulation factor decreased,coualation factobr decreade,NO return
Coagulation factor V level decreased,ocagluation afctor v leel erdcreased,NO return
Coagulation factor V level normal,cgoulation factou v evel rormal,NO return
Coagulation factor XII level increased,coaulgation actor xlii levep icknreased,NO return
Coagulation factor XIII level decreased,acgulation fmctor xijii levdel decreavsedg,NO return
Coagulation time abnormal,cgoulation tike anbormal,NO return
Coccidioidomycosis,coccidkiidomycogis,NO return
Coccidioidomycosis,ncoccidioidhmyocsis,NO return
Coccidioidomycosis,caockcidwioidomycosis,NO return
Coccidioidomycosis,cocciioiddomycowsis,NO return
Coccidioidomycosis,coccididoycosis,NO return
Cockayne's syndrome,cockakne' sydnrome,NO return
Cockayne's syndrome,cockayn' syndrwme,NO return
Colony stimulating factor therapy,oclony stimauting facotr terapy,NO return
Colour blindness acquired,coloru blindsns acqured,NO return
Combined immunodeficiency,combinexd immundoefiiencp,NO return
Combined immunodeficiency,comibned limmuojndeficiency,NO return
Combined immunodeficiency,combiced mmuondeficincy,NO return
Combined immunodeficiency,combinid immknodenicency,NO return
Combined immunodeficiency,combianed wimmuondeficiencya,NO return
Compartment syndrome,coamrtment yndrome,NO return
Complications of bone marrow transplant,omplicaions of bjone marrw transpnlt,NO return
Compulsions,compulsintos,NO return
Concussion,ccoussion,NO return
Congenital absence of cranial vault,conngital absenc of cranizal vrult,NO return
Congenital cytomegalovirus infection,comgenietal cytmogalevirus infecutiobn,NO return
Congenital cytomegalovirus infection,congnitaj cytomegloviryw inefctino,NO return
Congenital cytomegalovirus infection,cngenita cyteomealoviirus nifecion,NO return
Congenital cytomegalovirus infection,congvnztal cyatemegaloirus hinfetcion,NO return
Congenital cytomegalovirus infection,cdnxenital cytomesgalvrius qnfecaion,NO return
Congenital large intestinal atresia,congentaly xarge intteinal atreia,NO return
Congenital malaria,congenilt malarka,NO return
Congenital methaemoglobinaemia,cnogenitall metuaemosglobinaema,NO return
Congenital methaemoglobinaemia,congqndtal mevhaemogapobinaemia,NO return
Congenital methaemoglobinaemia,kconagenital emthaemolgobinamia,NO return
Congenital methaemoglobinaemia,hongeintal metahemoglbianemia,NO return
Congenital methaemoglobinaemia,cgenital mnthaemoglqbniaemia,NO return
Congenital oesophageal stenosis,congenitlpa oehsphageal stenosmis,NO return
Congenital osteodystrophy,cogneniatl osteyostrophy,NO return
Congenital spondylolisthesis,cnkgenital sspondylolisthesf,NO return
Congenital spondylolisthesis,vongental sponydflolisthesjis,NO return
Congenital spondylolisthesis,cbxngenital spqonylolishesis,NO return
Congenital spondylolisthesis,ocngeital lpondylcolistesis,NO return
Congenital spondylolisthesis,pcongneital psondyzloilsthesis,NO return
Congenital spondylolysis,qongenitaq pwsondylolysis,NO return
Congenital syphilitic encephalitis,ocngenial syplhitic encepahlitiy,NO return
Congenital torticollis,jongeintal torctollis,NO return
Congenital torticollis,cnzogenital otuticollis,NO return
Conjunctival abrasion,conjutnival abrlasion,NO return
Conjunctival degeneration,conojunclival degeneraotn,NO return
Contraindication to medical treatment,coentraisdiaction to mdical treactent,NO return
Contraindication to medical treatment,contandiaction to medipcal treathmentw,NO return
Contraindication to medical treatment,contranciation to msedical trxatmen,NO return
Contraindication to medical treatment,conkeranidication to mdeical treatxnt,NO return
Contraindication to medical treatment,contarindifaition to medicl tdretment,NO return
Contraindication to surgery,ontraindictioon to sugrery,NO return
Contraindication to surgery,contraihnicatino to surgeyy,NO return
Contraindication to surgery,cnotragindictaion to surgeyr,NO return
Contraindication to surgery,ocntraidneication to sjrgery,NO return
Contraindication to surgery,contfriandicatino to swurgery,NO return
Contraindication to vaccination,cognrtaindicatinn to vabccintion,NO return
Contraindication to vaccination,conraendicatino to vaccinadiosn,NO return
Contraindication to vaccination,wontrainndictaion to vacciaton,NO return
Contraindication to vaccination,contraiwdiactiof to vcacinatioi,NO return
Contraindication to vaccination,contraindictaih to vacclnatpion,NO return
Cor pulmonale acute,cxor pulmaole acupte,NO return
Corneal graft rejection,corneael garft rejectni,NO return
Corneal infiltrates,cornbeal infiltrtmaes,NO return
Coronary artery thrombosis,coornary arter trmhombosis,NO return
Costochondritis,costojcwondirtis,NO return
Costochondritis,cotsochjondriti,NO return
Costochondritis,octsochondrritis,NO return
