MRA_term,Modified_term,State
Adjustment disorder with mixed disturbance of emotion and conduct,adjstmebnt xisortder iwth mixied dzstrubjnce of emtoionn adn ondwuct,NO return
Adjustment disorder with mixed disturbance of emotion and conduct,adustmetn dsorderi wilh miced disteuwbrance of ejotin aand ocnducgt,NO return
Adjustment disorder with mixed disturbance of emotion and conduct,adjuement sdorder wit ixed ditsurbanpec of eomteon aad cnducy,NO return
Adjustment disorder with mixed disturbance of emotion and conduct,adjusmnet disoker ith ixed ifsturbamce of metion afd ocnducx,NO return
Administration site reaction,admnciistratihond stie eractio,NO return
Administration site reaction,administprtilonp fsite reatioc,NO return
Administration site reaction,afinistxratin svite eactin,NO return
Administration site reaction,adimnistairon qsite reactionfn,NO return
Administration site reaction,aminijstatin sitr ractibn,NO return
Adolescence,adolvfconce,NO return
Adolescence,adloescuecce,NO return
Adolescence,aedolecsece,NO return
Adolescence,aolesbencl,NO return
Adolescence,laolescenne,NO return
Adrenal atrophy,adxnal atroyp,NO return
Adrenal gland tuberculosis,adjernal land tubewcluosi,NO return
Adrenal gland tuberculosis,fdrenoal glband tubeusculowsis,NO return
Adrenal gland tuberculosis,adrjnvl glan tubehcuqosiso,NO return
Adrenal gland tuberculosis,wdrenwal ogland wbercuolsis,NO return
Adrenal gland tuberculosis,adrreal glcnd uerrulosis,NO return
Adrenal haemorrhage,akrewnal hakpmrrhage,NO return
Adrenal haemorrhage,adrela ehamworrhage,NO return
Adrenal haemorrhage,adrenwa hdemorrthagep,NO return
Adrenal haemorrhage,adyrwnal haemrormag,NO return
Adrenal haemorrhage,darenalu aedorhrage,NO return
Adrenal insufficiency,drenmal snufficimency,NO return
Adrenal insufficiency,yidrenal wnshufficiehncy,NO return
Adrenal insufficiency,adernbl insyufficnicy,NO return
Adrenal insufficiency,adreaul snufifciency,NO return
Adrenal insufficiency,drtenal inshfciiency,NO return
Adrenal insufficiency neonatal,zdrenla insufiuciecny noenata,NO return
Adrenal insufficiency neonatal,adrejnan nusrfficiency nweoantal,NO return
Adrenal insufficiency neonatal,vadrebnal insuficiensyc neonnaal,NO return
Adrenal insufficiency neonatal,ardenla ionsufficdkiency nenata,NO return
Adrenal insufficiency neonatal,drlenal ilsufifciecny enoatal,NO return
Adrenal medulla hyperfunction,ardecal emudlla hyperfnnctn,NO return
Adrenal medulla hyperfunction,udrwenal medfulal hperfunhctoon,NO return
Adrenal medulla hyperfunction,radenal medlnula hyeprunctio,NO return
Adrenal medulla hyperfunction,adrega emdalla hypeurcntion,NO return
Adrenal medulla hyperfunction,adreap eulla hyperufnydtion,NO return
Adrenal suppression,cdenal sxupressiov,NO return
Adrenal suppression,adelnal supprmessmbon,NO return
Adrenal suppression,asreanl suurepssion,NO return
Adrenal suppression,eadrenl uppresssno,NO return
Adrenal suppression,adrhnla supphrehsson,NO return
Adrenergic syndrome,arhdenergic synidrmoe,NO return
Adrenergic syndrome,adrenrxegic synrdfome,NO return
Adrenocortical carcinoma,renocorctial carcindouma,NO return
Adrenocortical carcinoma,adrlencoortjal acrcixoma,NO return
Adrenocortical carcinoma,adenocrica crckinoma,NO return
Adrenocortical carcinoma,adrcnoqcotial cjarcinomma,NO return
Adrenocortical carcinoma,nadrdnocortca caryicnoma,NO return
Adrenocortical insufficiency acute,adrenocridwical insucfliciedncy acutke,NO return
Adrenocortical insufficiency acute,ardenocoticaclb niauffiwciency acuet,NO return
Adrenocortical insufficiency acute,aderdnocortcizal izsufficihnc aute,NO return
Adrenocortical insufficiency acute,adnceortical insuwfqiciekncy fcute,NO return
Adrenocortical insufficiency acute,adreznoyortcl inusfficniecy aucte,NO return
Adrenocortical insufficiency neonatal,arenocotircl isfueiciency enonadal,NO return
Adrenocortical insufficiency neonatal,adrenooitca insufficiextnc nenaal,NO return
Adrenocortical insufficiency neonatal,qdeaocortcal winsufficnicy ennatal,NO return
Adrenocortical insufficiency neonatal,udrbmnocrtical inxfuficvency neonagl,NO return
Adrenocortical insufficiency neonatal,dbjnjcortical insuffiicecnyq neonatjwl,NO return
Adrenocortical steroid therapy,adrenacortatival stedxoid htelapy,NO return
Adrenocortical steroid therapy,adreocyrtciayl tseronid therpcy,NO return
Adrenocortical steroid therapy,adrmyodortcial staeruoid hterayp,NO return
Adrenocortical steroid therapy,dreoncortilca bterod therah,NO return
Adrenocortical steroid therapy,adernbocrtial stefod thsebrapy,NO return
Adrenolytic syndrome,adrynaolyitc sytndroye,NO return
Adrenolytic syndrome,iardenolytcc sndroyme,NO return
Adrenolytic syndrome,darenmolmtic syddrom,NO return
Adrenolytic syndrome,acernoytic syrome,NO return
Adrenolytic syndrome,zzrenoltic snydrojme,NO return
Adult T-cell lymphoma/leukaemia stage III,adlt t clel lymhspoma leuaevmia stae ii,NO return
Aesthesioneuroblastoma,awesthisnoneurlpblastoia,NO return
Aesthesioneuroblastoma,yaesthsnaeurblastoma,NO return
Aesthesioneuroblastoma,aeshtsilnuroblantma,NO return
Aesthesioneuroblastoma,aesmtlyivoneuroblasztoma,NO return
Aesthesioneuroblastoma,aestthesioeprovblasoa,NO return
African trypanosomiasis,afrcqian trypaosemmiasi,NO return
African trypanosomiasis,zfrica tzyapnosomgass,NO return
African trypanosomiasis,afriacno vtrepanfoomiasis,NO return
African trypanosomiasis,farqcan typanosomtibasies,NO return
African trypanosomiasis,afritcano thypanosomiytsi,NO return
Agitation neonatal,agitiaon neosntal,NO return
Agoraphobia,aygdoraphovia,NO return
Agoraphobia,gaoraphboiz,NO return
Agoraphobia,aoraphogai,NO return
Agoraphobia,gorpahobai,NO return
Agranulocytosis,araulxocyltosis,NO return
Agranulocytosis,agrnaulocytotkiv,NO return
Agranulocytosis,agranulcotgssi,NO return
Agranulocytosis,alganulocyxosms,NO return
Agranulocytosis,agranuklocyjtjsus,NO return
AIDS related complex,ais relatdve comlevx,NO return
Air embolism,ar mjebolism,NO return
Air-borne transmission,ari berne transmiaiosn,NO return
Air-borne transmission,iar bone traqnsmbissino,NO return
Air-borne transmission,ari bnorne tdanpsmssion,NO return
Air-borne transmission,eir bone rrtansmissjon,NO return
Air-borne transmission,iar bogne trnsmissvln,NO return
Alanine aminotransferase,aalnne ainotaarwsferase,NO return
Alanine aminotransferase,alnie amiptransfgnrase,NO return
Alanine aminotransferase,aalnien imnotranfsearse,NO return
Alanine aminotransferase,aladinj amknikranferase,NO return
Alanine aminotransferase,alann amiotrankfrse,NO return
Alanine aminotransferase abnormal,alanfqne amiotamtnsferase baonrmal,NO return
Alanine aminotransferase abnormal,afalnine adnotransfersape abnjormnal,NO return
Alanine aminotransferase abnormal,alacnien amiynotransefraey nabormal,NO return
Alanine aminotransferase abnormal,alanip aiontrnasferse abnomrmla,NO return
Alanine aminotransferase abnormal,atanne amlinotrakfrase bnotrmal,NO return
Alanine aminotransferase decreased,nanine aminogansfeqraes ecreasd,NO return
Alanine aminotransferase decreased,lanin aymmeinotrasferase decreisaed,NO return
Alanine aminotransferase decreased,aalnne pmiwotrvanstferase decresade,NO return
Alanine aminotransferase decreased,aanie aminotnsxerse secreasjd,NO return
Alanine aminotransferase decreased,alanlnej inotranfsease decereasde,NO return
Alanine aminotransferase increased,alaqnin amfintonranferase inpresaed,NO return
Alanine aminotransferase increased,alaniens amiontransfezixase icreasej,NO return
Alanine aminotransferase increased,ablanune kamlnotraonsferayse inyresaed,NO return
Alanine aminotransferase increased,alanirn amifntransease inrceasped,NO return
Alanine aminotransferase increased,albine aimnoxraknsfefrase icneased,NO return
Alanine aminotransferase normal,halansine amwinotnvansferae norjml,NO return
Alanine aminotransferase normal,laine amotrinsfersae snorxal,NO return
Alanine aminotransferase normal,alanis aminotranfserlkme fnorfal,NO return
Alanine aminotransferase normal,alanniet minotasnerase noal,NO return
Alanine aminotransferase normal,lnine aminotsgamsferas onrval,NO return
Albumin globulin ratio,alumix goslbulin artio,NO return
Albumin globulin ratio abnormal,ulbumn globlpuin ratqio awormal,NO return
Albuminuria,albamuinria,NO return
Albuminuria,laubminuriap,NO return
Albuminuria,lbmuineria,NO return
Albuminuria,afbumqinruia,NO return
Albuminuria,albumiunyra,NO return
Alcohol interaction,alcoohu inetraactiofn,NO return
Alcohol interaction,alochlo intregactiyon,NO return
Alcohol interaction,alcsool intercatzzon,NO return
Alcohol interaction,alcohufol ntwracfion,NO return
Alcohol interaction,anlohol intecrctaion,NO return
Alcohol intolerance,lcotol intolsraxynce,NO return
Alcohol intolerance,clacohol nitolefyance,NO return
Alcohol intolerance,lcwohol inolernche,NO return
Alcohol intolerance,alhchol istoeiance,NO return
Alcohol intolerance,lcohjol inatoleyace,NO return
Alcoholic pseudo Cushing's syndrome,aclohlic psepd ucshings' syndreo,NO return
Aldosterone urine,aldomesrone urien,NO return
Aldosterone urine,aidoteroen trine,NO return
Aldosterone urine,ayldovtedone urie,NO return
Aldosterone urine,ldoeteone urin,NO return
Aldosterone urine,aoldosernoe urina,NO return
Aldosterone urine decreased,akldosterzn uine decpreasde,NO return
Aldosterone urine decreased,asdoustsrone ruine decreas,NO return
Aldosterone urine decreased,avdoxerone urinte dcareased,NO return
Aldosterone urine decreased,altoteorne urime decetrased,NO return
Aldosterone urine decreased,aldaosttrne urne decervsed,NO return
Aldosterone urine increased,aldrosteoneq urnie icnreaned,NO return
Aldosterone urine increased,alodksterlne urin increaecd,NO return
Aldosterone urine increased,wldonerone urinve cireased,NO return
Aldosterone urine increased,ladostemmne uirne inraesed,NO return
Aldosterone urine increased,lavsterone ruine inreasesd,NO return
Aldosterone urine normal,qalosrerone urien nrmla,NO return
Aldosterone urine normal,ladotseurone urinee nosrma,NO return
Aldosterone urine normal,salotserone uirne norkax,NO return
Aldosterone urine normal,paldosetrxone rine nmoal,NO return
Aldosterone urine normal,raldoseroane urnie ormla,NO return
Alkalosis hypochloraemic,kaalosis nhypochkloreaimic,NO return
Alkalosis hypochloraemic,aklllosis rhbpyoceloraemic,NO return
Alkalosis hypochloraemic,alkaalossi hponchloemic,NO return
Alkalosis hypochloraemic,aklalosid hpohlordemc,NO return
Alkalosis hypochloraemic,alikalysis thpohloaemic,NO return
Alkalosis hypokalaemic,alkaplosif hypogalaemxiq,NO return
Alkalosis hypokalaemic,akaloss hypojalvemyc,NO return
Alkalosis hypokalaemic,alkalosqsi yhpralaemic,NO return
Alkalosis hypokalaemic,aklalossi yypoalaedic,NO return
Alkalosis hypokalaemic,lakaaosis hypkolemic,NO return
Alkaptonuria,aikaptnubria,NO return
Alkaptonuria,alukaaptonuraa,NO return
Alkaptonuria,alkfsapronuria,NO return
Alkaptonuria,alayptouria,NO return
Alkaptonuria,alkmaptruria,NO return
Allescheriosis,alleyscxeroiis,NO return
Allescheriosis,alascehrissis,NO return
Allescheriosis,allosdcheiois,NO return
Allescheriosis,alescherzowsi,NO return
Allescheriosis,dllescheolisis,NO return
Allogenic bone marrow transplantation therapy,allkoenic bnoe kmarorw tranksplantai thserap,NO return
Allogenic bone marrow transplantation therapy,alolgeinc xbone mrro ranpsalnvtation tehrpay,NO return
Allogenic bone marrow transplantation therapy,alogpenic bonem marinow tpraqsplanationo theranr,NO return
Allogenic bone marrow transplantation therapy,aleloogenic one earlrow translinnttion thedpy,NO return
Allogenic bone marrow transplantation therapy,allogneci bonk arurow tanslbnatation uthearpy,NO return
Alopecia universalis,alpoecma qivesralis,NO return
Alopecia universalis,halopeica unlersals,NO return
Alopecia universalis,anopceia unievrslips,NO return
Alopecia universalis,alopcei usiversli,NO return
Alopecia universalis,alopecknia unkverslai,NO return
Alpha 1 foetoprotein,apha 1 foveoprotei,NO return
Alpha 1 foetoprotein,alpah 1 foetprntoein,NO return
Alpha 1 foetoprotein,alphsa 1 foezutoproteun,NO return
Alpha 1 foetoprotein,lapha 1 foetorpwein,NO return
Alpha 1 foetoprotein,alpjha 1 feootprotezin,NO return
Alpha 1 foetoprotein abnormal,apha 1 foetopcrtebin anoraml,NO return
Alpha 1 foetoprotein abnormal,lapha 1 fetoproetiny abonrmaj,NO return
Alpha 1 foetoprotein abnormal,alpma 1 foetoprnoteoi abnowaml,NO return
Alpha 1 foetoprotein abnormal,aplha 1 foetioprotxi alnbnormal,NO return
Alpha 1 foetoprotein abnormal,aipha 1 fovtoprotienb agnorval,NO return
Alpha 1 foetoprotein amniotic fluid,alpsa 1 foteopohtein amnjotci flfuid,NO return
Alpha 1 foetoprotein amniotic fluid,aalpha 1 fotoprpoteio anioctic fluiz,NO return
Alpha 1 foetoprotein amniotic fluid,alphx 1 fotoprohtien amnfiotci flid,NO return
Alpha 1 foetoprotein amniotic fluid,lapha 1 otleoprotein amniorc flluid,NO return
Alpha 1 foetoprotein amniotic fluid,alphna 1 foeforoteih manoitic flugd,NO return
Alpha 1 foetoprotein amniotic fluid abnormal,alphh 1 fneoproten anmioti fluidu abnomall,NO return
Alpha 1 foetoprotein amniotic fluid abnormal,alph 1 foprotein manoitic flupd abgnrmal,NO return
Alpha 1 foetoprotein amniotic fluid abnormal,lapha 1 fotcotprotein manitic fsuid abonrmla,NO return
Alpha 1 foetoprotein amniotic fluid abnormal,alwha 1 ofetoproceni miotic fludi abnorfml,NO return
Alpha 1 foetoprotein amniotic fluid abnormal,aolpha 1 ftoprmotein amniotli flui anorml,NO return
Alpha 1 foetoprotein amniotic fluid increased,alphl 1 fkoeoprdotein aminotid fluld increaswi,NO return
Alpha 1 foetoprotein amniotic fluid increased,alphao 1 foectopmrotien gamnoitic fuid hincreawed,NO return
Alpha 1 foetoprotein amniotic fluid increased,lapha 1 fetoprkteimn amnirotc fluaid jncreaesd,NO return
Alpha 1 foetoprotein amniotic fluid increased,alhpa 1 fottozproein xamnotic flouid icreasd,NO return
Alpha 1 foetoprotein amniotic fluid increased,arpha 1 foetnroetin amnoiticr fludi increasdde,NO return
Alpha 1 foetoprotein amniotic fluid normal,lapha 1 osetoprotei amnioib lfuid nomra,NO return
Alpha 1 foetoprotein amniotic fluid normal,alph 1 foettputrotein manotic fluwd lnormfl,NO return
Alpha 1 foetoprotein amniotic fluid normal,lapha 1 fyoaetoprotexin amnditoic fuid ndrjal,NO return
Alpha 1 foetoprotein amniotic fluid normal,alapha 1 foetoprfteeip rmniotit fuid nomrzl,NO return
Alpha 1 foetoprotein amniotic fluid normal,qlpha 1 epetopyrotein amniti oluid nwmral,NO return
Alpha 1 foetoprotein decreased,acpha 1 foetjrorein oedcreased,NO return
Alpha 1 foetoprotein decreased,alha 1 foztoprotxil tdecreasde,NO return
Alpha 1 foetoprotein decreased,alpah 1 fjboetoproteiyn decradsed,NO return
Alpha 1 foetoprotein decreased,jalpha 1 foektoorptein decrjwsed,NO return
Alpha 1 foetoprotein decreased,lapha 1 feontoprotzein dexcrease,NO return
Alpha 1 foetoprotein increased,alpah 1 foqteporotein iucreabed,NO return
Alpha 1 foetoprotein increased,alpa 1 koetpoortein ipcrepased,NO return
Alpha 1 foetoprotein increased,alhpa 1 foetporetehn nicraesed,NO return
Alpha 1 foetoprotein increased,apha 1 ofetoqpprotein inrteased,NO return
Alpha 1 foetoprotein increased,aplha 1 foeopotien inrcetased,NO return
Alpha 1 foetoprotein normal,alpah 1 foetzoroetin onrmel,NO return
Alpha 1 foetoprotein normal,alpfha 1 foetpyoten omral,NO return
Alpha 1 foetoprotein normal,apha 1 foetpqrotfein noram,NO return
Alpha 1 foetoprotein normal,almha 1 foetouptrein nogurmal,NO return
Alpha 1 foetoprotein normal,aalpha 1 fetoprtoean onrml,NO return
Alpha-2 macroglobulin,algpha 2 pmacrogljybulin,NO return
Alpha-2 macroglobulin,alha 2 marogkobulni,NO return
Alpha-2 macroglobulin,apha 2 maoglobelin,NO return
Alpha-2 macroglobulin,alha 2 maacorglobiulin,NO return
Alpha-2 macroglobulin increased,alpah 2 mavcrgolobulio vbncreased,NO return
Alpha-2 macroglobulin increased,apha 2 amcroglofbrulin increjasde,NO return
Alpha-2 macroglobulin increased,alphe 2 mcrogalobxlin inprease,NO return
Alpha-2 macroglobulin increased,alnpha 2 macvrgolobdulin nicreasey,NO return
Alpha-2 macroglobulin increased,alpta 2 macrogobwulsn incyeasged,NO return
